359,Otello,059 231 057 071 125 078 208 056 170
360,JEAN LOUIS,080 099 113 200 245 193 190 189 191 192 174 146 040 024 090 077 207 054 169
361,T.G.I. Friday's,253 178 250 184 252 149 174 063 004 111 059 231 224 005 008 107 074 204 052 163
362,Willow Grove Inn,011 250 136 200 191 192 174 063 040 010 248 057 071 224 005 007 077 206 055 167
363,Cottonwood Cafe,253 086 250 184 252 102 174 063 114 111 059 231 222 075 205 053 166
364,Kazan,253 191 192 174 045 143 076 206 053 166
365,Mrs. Simpson's,253 250 150 200 193 190 063 059 231 224 005 076 206 054 167
366,Hsiang Foong,253 250 252 174 039 075 205 052 163
367,Sfuzzi,250 184 193 102 191 192 174 063 111 059 231 036 024 224 125 075 205 053 166
368,Mike's American Grill,253 250 184 252 149 062 174 248 024 008 107 075 205 053 164
369,Georgetown Seafood Grill,250 252 149 174 111 059 231 224 212 075 205 052 165
370,NORA,150 200 102 191 192 114 111 084 087 005 076 206 054 167
371,Dfouny,253 250 136 252 174 057 071 036 021 143 076 205 053 165
372,Louisiana Express Company,254 250 252 063 059 231 036 224 156 030 047 075 204 051 163
373,Appetizer Plus,254 253 250 252 193 021 128 075 204 051 164
374,Jaleo,253 250 184 252 149 102 174 197 114 059 231 223 232 076 205 054 165
375,Hibiscus Cafe,254 253 250 252 149 102 063 197 242 059 231 036 025 034 076 205 054 165
376,Cafe Berlin,250 252 063 059 231 098 075 205 053 165
377,West End Cafe,253 250 184 252 193 062 190 191 192 174 063 084 087 057 071 224 156 005 007 075 205 053 166
378,Tara Thai,253 250 150 252 174 242 114 235 078 208 056 170
379,Chesapeake Seafood,254 250 149 174 063 111 212 246 074 204 051 164
380,Inn at Glen Echo,253 086 250 198 252 194 193 191 192 174 079 063 057 071 036 224 156 229 005 075 205 053 165
381,Clyde's,100 253 086 250 184 198 252 149 194 062 190 191 192 174 063 004 084 087 059 231 024 224 008 017 107 212 075 205 053 164
382,Austin GrilL,100 086 250 184 252 149 174 114 036 224 142 209 222 233 075 205 053 164
383,Generous George's,100 254 253 086 250 252 191 192 174 063 197 004 036 125 182 075 205 052 163
384,Four & Twenty Blackbirds,011 250 150 252 245 191 192 174 010 248 059 231 224 025 005 078 208 056 170
385,Hisago,099 250 252 191 192 174 063 024 128 076 206 054 167
386,La Fourchette,250 252 193 190 102 191 192 174 063 059 231 092 076 205 053 166
387,Provence,080 253 099 200 196 193 189 191 192 174 242 083 024 090 140 232 078 208 056 170
388,Taipei Tokyo Cafe,253 250 150 252 174 021 229 039 060 128 075 203 050 163
389,Thai Flavor,250 136 252 063 021 235 076 205 052 164
390,Dusit,253 250 252 174 235 076 205 053 164
